,symbol,name,price,exchange
15485,HSP.L,Hargreaves Services PLC,345.0,LSE
15486,HSS.L,HSS Hire Group PLC,20.0,LSE
15487,HSV.L,HomeServe PLC,1094.0,LSE
15488,HSW.L,Hostelworld Group PLC,106.2,LSE
15489,HSX.L,Hiscox Ltd,813.6,LSE
15490,HTCF.L,Highbridge Tactical Credit Fund Ltd,256.775,LSE
15491,HTG.L,Hunting PLC,250.0,LSE
15492,HTWS.L,Helios Towers PLC,171.0,LSE
15493,HUM.L,Hummingbird Resources PLC,21.0,LSE
15494,HUR.L,Hurricane Energy PLC,2.35,LSE
15495,HUW.L,Helios Underwriting PLC,151.0,LSE
15496,HVPD.L,HarbourVest Global Private Equity Ltd,28.8,LSE
15497,HVPE.L,HarbourVest Global Private Equity Ltd,2055.0,LSE
15498,HVT.L,Heavitree Brewery PLC,400.0,LSE
15499,HWDN.L,Howden Joinery Group PLC,799.2,LSE
15500,HWG.L,Harworth Group PLC,126.5,LSE
15501,HYG.L,Seneca Growth Capital VCT PLC,35.4,LSE
15502,HYVE.L,Hyve Group PLC,119.0,LSE
15503,HZM.L,Horizonte Minerals PLC,8.0,LSE
15504,IAG.L,International Consolidated Airlines Group SA,202.75,LSE
15505,IAT.L,Invesco Asia Trust PLC,380.0,LSE
15506,IBM.L,International Business Machines Corp,143.5,LSE
15507,IBPO.L,iEnergizer Ltd,309.0,LSE
15508,IBST.L,Ibstock PLC,225.0,LSE
15509,IBT.L,International Biotechnology Trust PLC,744.0,LSE
15510,ICGC.L,Irish Continental Group PLC,418.25,LSE
15511,ICGT.L,ICG Enterprise Trust PLC,1100.0,LSE
15512,ICON.L,Iconic Labs PLC,0.00925,LSE
15513,ICP.L,Intermediate Capital Group PLC,2100.0,LSE
15514,IDE.L,IDE Group Holdings PLC,1.775,LSE
15515,IDEA.L,Ideagen PLC,280.0,LSE
15516,IDH.L,Immunodiagnostic Systems Holdings PLC,245.0,LSE
15517,IDHC.L,Integrated Diagnostics Holdings PLC,1.15,LSE
15518,IDOX.L,Idox PLC,63.2,LSE
15519,IEM.L,Impax Environmental Markets PLC,478.0,LSE
15520,IES.L,Invinity Energy Systems PLC,130.0,LSE
15521,IGAS.L,IGas Energy PLC,24.0,LSE
15522,IGC.L,India Capital Growth Fund Ltd,91.3,LSE
15523,IGE.L,Image Scan Holdings PLC,2.75,LSE
15524,IGG.L,IG Group Holdings PLC,920.0,LSE
15525,IGP.L,Intercede Group PLC,94.5,LSE
15526,IGR.L,IG Design Group PLC,606.0,LSE
15527,IGV.L,Income and Growth VCT PLC,78.0,LSE
15528,IHC.L,Inspiration Healthcare Group PLC,120.0,LSE
15529,IHG.L,InterContinental Hotels Group PLC,5218.0,LSE
15530,IHP.L,IntegraFin Holdings plc,540.0,LSE
15531,IHR.L,Impact Healthcare REIT PLC,112.0,LSE
15532,III.L,3i Group PLC,1252.5,LSE
15533,IIP.L,Infrastructure India PLC,1.575,LSE
15534,IIT.L,Independent Investment Trust PLC,570.0,LSE
15535,IKA.L,Ilika PLC,235.0,LSE
15536,IL0A.L,Permanent TSB Group Holdings PLC,1.335,LSE
15537,IMB.L,Imperial Brands PLC,1478.0,LSE
15538,IME.L,Immedia Group PLC,35.5,LSE
15539,IMI.L,IMI PLC,1600.0,LSE
15540,IMM.L,ImmuPharma PLC,9.31,LSE
15541,IMMO.L,Immotion Group PLC,6.35,LSE
15542,INCE.L,Ince Group PLC,76.0,LSE
15543,INCH.L,Inchcape PLC,784.5,LSE
15544,INDI.L,Indus Gas Ltd,228.0,LSE
15545,INDV.L,Indivior PLC,143.0,LSE
15546,INF.L,Informa PLC,562.0,LSE
15547,INFA.L,Infrastrata PLC,41.0,LSE
15548,ING.L,Ingenta PLC,73.5,LSE
15549,INHC.L,Induction Healthcare Group PLC,104.0,LSE
15550,INL.L,Inland Homes PLC,60.5,LSE
15551,INLZ.L,Inland ZDP PLC,164.0,LSE
15552,INPP.L,International Public Partnerships Ltd,169.8,LSE
15553,INS.L,Instem PLC,685.0,LSE
15554,INSE.L,Inspired Energy PLC,16.75,LSE
15555,INSP.L,Inspirit Energy Holdings PLC,0.065,LSE
15556,INV.L,Investment Company PLC (THE),299.0,LSE
15557,INVP.L,Investec PLC,278.6,LSE
15558,INX.L,i-nexus Global PLC,11.6,LSE
15559,IOF.L,Iofina PLC,11.5,LSE
15560,IOG.L,Independent Oil and Gas PLC,22.35,LSE
15561,IOM.L,iomart group PLC,274.0,LSE
15562,IPE.L,Invesco Enhanced Income Ltd,73.6,LSE
15563,IPEL.L,Impellam Group PLC,287.0,LSE
15564,IPF.L,International Personal Finance PLC,121.0,LSE
15565,IPO.L,IP Group PLC,131.0,LSE
15566,IPU.L,Invesco Perpetual UK Smaller Companies Investment Trust PLC,592.0,LSE
15567,IPX.L,Impax Asset Management Group PLC,1006.0,LSE
15568,IQAI.L,IQ-AI Ltd,7.75,LSE
15569,IQE.L,IQE Plc,57.9,LSE
15570,IQG.L,IQGeo Group PLC,121.0,LSE
15571,IRON.L,Ironveld PLC,0.815,LSE
15572,IRR.L,IronRidge Resources Ltd,20.35,LSE
15573,ITM.L,ITM Power PLC,513.0,LSE
15574,ITRK.L,Intertek Group PLC,6150.0,LSE
15575,ITV.L,ITV PLC,119.45,LSE
15576,ITX.L,Itaconix PLC,12.15,LSE
15577,IVI.L,Invesco Income Growth Trust PLC,278.0,LSE
15578,IVPU.L,Invesco Perpetual Select Trust PLC,173.0,LSE
15579,IWG.L,IWG Plc,365.8,LSE
15580,IXI.L,IXICO PLC,102.0,LSE
15581,JAGI.L,Jpmorgan Asia Growth & Income PLC,508.0,LSE
15582,JAM.L,JPMorgan American Investment Trust PLC,651.0,LSE
15583,JAN.L,Jangada Mines PLC,7.7,LSE
15584,JARA.L,JPMorgan Global Core Real Assets Ltd,92.5,LSE
15585,JAY.L,Bluejay Mining PLC,8.75,LSE
15586,JCGI.L,Jpmorgan China Growth & Income PLC,687.0,LSE
15587,JCH.L,JPmorgan Claverhouse Investment Trust PLC,722.0,LSE
15588,JD..L,JD Sports Fashion PLC,0.0,LSE
15589,JDG.L,Judges Scientific PLC,5840.0,LSE
15590,JDW.L,J D Wetherspoon PLC,1351.0,LSE
15591,JEFI.L,Jupiter Emerging & Frontier Income Trust Plc,104.25,LSE
15592,JEL.L,Jersey Electricity PLC,535.0,LSE
15593,JEMI.L,JPmorgan Global Emerging Markets Income Trust PLC,152.0,LSE
15594,JEO.L,European Opportunities Trust PLC,740.0,LSE
15595,JESC.L,JPMorgan European Smaller Companies Trust PLC,503.0,LSE
15596,JET.L,Just Eat Takeaway.com NV,7600.0,LSE
15597,JETI.L,Jpmorgan European Investment Trust PLC,152.0,LSE
15598,JFJ.L,JPMorgan Japanese Investment Trust PLC,648.0,LSE
15599,JGC.L,Jupiter Green Investment Trust PLC,270.0,LSE
15600,JGGI.L,Jpmorgan Global Growth & Income PLC,432.0,LSE
15601,JHD.L,James Halstead PLC,504.0,LSE
15602,JII.L,JPMorgan Indian Investment Trust PLC,698.0,LSE
15603,JIM.L,Jarvis Securities PLC,296.0,LSE
15604,JKX.L,JKX Oil and Gas PLC,20.3,LSE
15605,JLEN.L,JLEN Environmental Assets Group Ltd,111.0,LSE
15606,JLG.L,John Laing Group PLC,315.2,LSE
15607,JLH.L,John Lewis of Hungerford PLC,0.95,LSE
15608,JLP.L,Jubilee Metals Group PLC,17.4,LSE
15609,JMAT.L,Johnson Matthey PLC,3295.0,LSE
15610,JMF.L,JPMorgan Mid Cap Investment Trust PLC,1380.0,LSE
15611,JMG.L,JPmorgan Emerging Markets Investment Trust PLC,135.6,LSE
15612,JMI.L,JPmorgan Smaller Companies Investment Trust PLC,395.0,LSE
15613,JNEO.L,Journeo PLC,109.5,LSE
15614,JOG.L,Jersey Oil and Gas PLC,161.5,LSE
15615,JOUL.L,Joules Group PLC,264.0,LSE
15616,JPEI.L,Jpmorgan Elect PLC,103.5,LSE
15617,JPEL.L,JPEL Private Equity Ltd,1.26,LSE
15618,JRS.L,JPmorgan Russian Securities PLC,665.0,LSE
15619,JSG.L,Johnson Service Group PLC,150.8,LSE
15620,JTC.L,Jtc PLC,642.0,LSE
15621,JUP.L,Jupiter Fund Management PLC,256.6,LSE
15622,JUS.L,Jupiter US Smaller Companies PLC,1370.0,LSE
15623,JUSC.L,JPmorgan US Smaller Companies Investment Trust PLC,450.0,LSE
15624,JUST.L,Just Group PLC,105.4,LSE
15625,JWNG.L,Jaywing PLC,13.1,LSE
15626,JZCP.L,JZ Capital Partners Ltd,127.5,LSE
15627,K3C.L,K3 Capital Group PLC,340.0,LSE
15628,KAPE.L,Kape Technologies PLC,292.0,LSE
15629,KAT.L,Katoro Gold PLC,1.25,LSE
15630,KAV.L,Kavango Resources PLC,3.0,LSE
15631,KAY.L,Kings Arms Yard VCT PLC,20.3,LSE
15632,KAZ.L,Kaz Minerals PLC,848.0,LSE
15633,KBT.L,K3 Business Technology Group PLC,175.5,LSE
15634,KCR.L,KCR Residential REIT PLC,22.0,LSE
15635,KCT.L,Kin and Carta PLC,178.0,LSE
15636,KDNC.L,Cadence Minerals PLC,25.5,LSE
15637,KDR.L,Karelian Diamond Resources PLC,5.5,LSE
15638,KEFI.L,KEFI Minerals PLC,1.96,LSE
15639,KETL.L,Strix Group PLC,284.0,LSE
15640,KEYS.L,Keystone Law Group PLC,665.0,LSE
15641,KGF.L,Kingfisher PLC,361.1,LSE
15642,KGH.L,Knights Group Holdings PLC,435.0,LSE
15643,KGP.L,Kingspan Group PLC,76.22,LSE
15644,KIBO.L,Kibo Energy PLC,0.365,LSE
15645,KIE.L,Kier Group PLC,84.0,LSE
15646,KLR.L,Keller Group PLC,840.0,LSE
15647,KMK.L,Kromek Group PLC,15.3,LSE
15648,KMR.L,Kenmare Resources PLC,435.0,LSE
15649,KNOS.L,Kainos Group PLC,1505.0,LSE
15650,KOD.L,Kodal Minerals PLC,0.12,LSE
15651,KOS.L,Kosmos Energy Ltd,201.0,LSE
15652,KP2.L,Kore Potash PLC,1.025,LSE
15653,KRM.L,KRM22 PLC,49.0,LSE
15654,KRPZ.L,Kropz PLC,8.0,LSE
15655,KRS.L,Keras Resources PLC,0.115,LSE
15656,KWG.L,Kingswood Holdings Ltd,23.0,LSE
15657,KWS.L,Keywords Studios PLC,2840.0,LSE
15658,KYGA.L,Kerry Group PLC,108.2,LSE
15659,KZG.L,Kazera Global PLC,1.775,LSE
15660,LAM.L,Lamprell Plc,60.5,LSE
15661,LAND.L,Land Securities Group PLC,726.8,LSE
15662,LAS.L,London & Associated Properties PLC,12.25,LSE
15663,LBE.L,Longboat Energy PLC,82.5,LSE
15664,LBOW.L,ICG Longbow Senior Secured UK Property Debt Investments Ltd,86.6,LSE
15665,LDSG.L,Leeds Group PLC,28.0,LSE
15666,LEK.L,Lekoil Ltd,1.625,LSE
15667,LFI.L,London Finance & Investment Group PLC,35.0,LSE
15668,LGEN.L,Legal & General Group PLC,274.3,LSE
15669,LGRS.L,Loungers PLC,300.0,LSE
15670,LIO.L,Liontrust Asset Management PLC,1570.0,LSE
15671,LIT.L,Litigation Capital Management Ltd,93.0,LSE
15672,LIV.L,Livermore Investments Group Ltd,47.0,LSE
15673,LKOH.L,NK Lukoil PAO,78.91,LSE
15674,LLOY.L,Lloyds Banking Group PLC,45.105,LSE
15675,LME.L,Limitless Earth PLC,14.0,LSE
15676,LMP.L,Londonmetric Property PLC,228.8,LSE
15677,LMS.L,LMS Capital PLC,33.0,LSE
15678,LND.L,Landore Resources Ltd,36.25,LSE
15679,LOGP.L,Lansdowne Oil & Gas PLC,0.825,LSE
15680,LOK.L,Lokn Store Group PLC,599.0,LSE
15681,LOOK.L,Lookers PLC,69.3,LSE
15682,LOOP.L,LoopUp Group PLC,76.0,LSE
15683,LPA.L,LPA Group PLC,68.5,LSE
15684,LRE.L,Lancashire Holdings Ltd,680.0,LSE
15685,LSAA.L,Life Settlement Assets PLC,1.65,LSE
15686,LSAI.L,Location Sciences Group PLC,0.56,LSE
15687,LSC.L,London Security PLC,2400.0,LSE
15688,LSL.L,LSL Property Services PLC,415.0,LSE
15689,LTG.L,Learning Technologies Group PLC,174.6,LSE
15690,LTHM.L,James Latham PLC,1030.0,LSE
15691,LTI.L,Lindsell Train Investment Trust PLC,1432.5,LSE
15692,LUCE.L,Luceco PLC,318.0,LSE
15693,LVCG.L,Live Company Group PLC,6.0,LSE
15694,LWDB.L,Law Debenture Corporation PLC,745.0,LSE
15695,LWI.L,Lowland Investment Company P L C,1320.0,LSE
15696,LXI.L,LXi REIT PLC,132.6,LSE
15697,MAB.L,Mitchells & Butlers PLC,318.0,LSE
15698,MAB1.L,Mortgage Advice Bureau (Holdings) PLC,1140.0,LSE
15699,MAC.L,Marechale Capital PLC,1.65,LSE
15700,MACF.L,Macfarlane Group PLC,118.0,LSE
15701,MAFL.L,Mineral & Financial Investments Ltd,9.5,LSE
15702,MAI.L,Maintel Holdings PLC,325.0,LSE
15703,MAJE.L,Majedie Investments PLC,243.5,LSE
15704,MANO.L,Manolete Partners PLC,254.0,LSE
15705,MARS.L,Marston's PLC,96.6,LSE
15706,MATD.L,Petro Matad Ltd,5.2,LSE
15707,MATE.L,JPMorgan Multi-Asset Trust PLC,101.5,LSE
15708,MAV4.L,Maven Income and Growth VCT 4 PLC,65.0,LSE
15709,MBH.L,Michelmersh Brick Holdings PLC,147.5,LSE
15710,MBO.L,MobilityOne Ltd,19.0,LSE
15711,MBT.L,Mobile Tornado Group PLC,4.65,LSE
15712,MCB.L,McBride PLC,94.0,LSE
15713,MCKS.L,McKay Securities PLC,225.0,LSE
15714,MCL.L,Morses Club PLC,55.6,LSE
15715,MCLS.L,McColl's Retail Group PLC,34.05,LSE
15716,MCM.L,MC Mining Ltd,6.25,LSE
15717,MCON.L,Mincon Group PLC,118.0,LSE
15718,MCRO.L,Micro Focus International PLC,510.2,LSE
15719,MCT.L,Middlefield Canadian Income PCC,102.0,LSE
15720,MDC.L,Mediclinic International PLC,304.6,LSE
15721,MDZ.L,Mediazest PLC,0.11,LSE
15722,MER.L,Mears Group PLC,195.0,LSE
15723,MERC.L,Mercia Asset Management PLC,34.0,LSE
15724,MFX.L,Manx Financial Group PLC,7.5,LSE
15725,MGAM.L,Morgan Advanced Materials PLC,308.5,LSE
15726,MGCI.L,M&G Credit Income Investment Trust PLC,95.6,LSE
15727,MGGT.L,Meggitt PLC,465.8,LSE
15728,MGNS.L,Morgan Sindall Group PLC,2310.0,LSE
15729,MGP.L,Medica Group PLC,159.0,LSE
15730,MHM.L,Marsh & McLennan Companies Inc,81.0,LSE
15731,MHN.L,Menhaden PLC,101.5,LSE
15732,MIDW.L,Midwich Group PLC,476.5,LSE
15733,MIG.L,Mobeus Income & Growth 2 VCT PLC,87.5,LSE
15734,MIG1.L,Maven Income and Growth VCT PLC,42.4,LSE
15735,MIG3.L,Maven Income and Growth VCT 3 PLC,55.0,LSE
15736,MIG4.L,Mobeus Income & Growth 4 VCT PLC,82.5,LSE
15737,MIG5.L,Maven Income and Growth VCT 5 PLC,33.0,LSE
15738,MIGO.L,Miton Global Opportunities PLC,343.0,LSE
15739,MIL.L,Myanmar Investments International Ltd,0.355,LSE
15740,MIN.L,Minoan Group PLC,1.25,LSE
15741,MIND.L,Mind Gym PLC,132.5,LSE
15742,MINI.L,Miton UK MicroCap Trust PLC,100.5,LSE
15743,MIRA.L,Mirada PLC,82.5,LSE
15744,MIRI.L,Mirriad Advertising PLC,59.5,LSE
15745,MIX.L,Mobeus Income & Growth VCT PLC,67.5,LSE
15746,MJH.L,MJ Hudson Group PLC,48.6,LSE
15747,MKA.L,Mkango Resources Ltd,20.5,LSE
15748,MKS.L,Marks and Spencer Group PLC,158.7,LSE
15749,MLVN.L,Malvern International PLC,0.21,LSE
15750,MMH.L,Marshall Motor Holdings PLC,175.5,LSE
15751,MMIT.L,Mobius Investment Trust PLC,114.0,LSE
15752,MMM.L,Mining Minerals & Metals PLC,5.5,LSE
15753,MMX.L,Minds Machines Group Ltd,7.1,LSE
15754,MNDI.L,Mondi PLC,1961.5,LSE
15755,MNG.L,M&G PLC,211.6,LSE
15756,MNKS.L,Monks Investment Trust PLC,1406.0,LSE
15757,MNL.L,Manchester And London Investment Trust PLC,604.0,LSE
15758,MNO.L,Maestrano Group PLC,15.5,LSE
15759,MNP.L,Martin Currie Global Portfolio Trust PLC,386.0,LSE
15760,MNRG.L,Metalnrg PLC,0.7,LSE
15761,MNTN.L,Schiehallion Fund Ltd,1.865,LSE
15762,MNZS.L,John Menzies PLC,329.0,LSE
15763,MONY.L,Moneysupermarket.Com Group PLC,266.2,LSE
15764,MOS.L,Mobile Streams PLC,0.245,LSE
15765,MOTR.L,Motorpoint Group PLC,258.0,LSE
15766,MPAC.L,MPAC Group PLC,555.0,LSE
15767,MPE.L,M P Evans Group PLC,739.0,LSE
15768,MPL.L,Mercantile Ports & Logistics Ltd,0.67,LSE
15769,MPLF.L,Marble Point Loan Financing Ltd,0.6575,LSE
15770,MPO.L,Macau Property Opportunities Fund Ltd,70.0,LSE
15771,MRC.L,Mercantile Investment Trust PLC,273.0,LSE
15772,MRCH.L,Merchants Trust PLC,511.0,LSE
15773,MRL.L,Marlowe PLC,783.0,LSE
15774,MRO.L,Melrose Industries PLC,164.65,LSE
15775,MRW.L,WM Morrison Supermarkets PLC,172.1,LSE
15776,MSI.L,MS International PLC,151.5,LSE
15777,MSLH.L,Marshalls PLC,745.0,LSE
15778,MSMN.L,Mosman Oil and Gas Ltd,0.1425,LSE
15779,MSYS.L,Microsaic Systems PLC,0.235,LSE
15780,MTC.L,Mothercare PLC,17.35,LSE
15781,MTE.L,Montanaro European Smaller Companies Trust PLC,1785.0,LSE
15782,MTO.L,Mitie Group PLC,62.4,LSE
15783,MTPH.L,Midatech Pharma PLC,28.0,LSE
15784,MTR.L,Metal Tiger PLC,22.0,LSE
15785,MTRO.L,Metro Bank PLC,115.0,LSE
15786,MTU.L,Montanaro UK Smaller Companies Investment Trust PLC,159.0,LSE
15787,MTVW.L,Mountview Estates PLC,11400.0,LSE
15788,MTW.L,Mattioli Woods PLC,755.0,LSE
15789,MUL.L,Mulberry Group PLC,288.0,LSE
15790,MUST.L,Mustang Energy PLC,30.6,LSE
15791,MUT.L,Murray Income Trust PLC,892.0,LSE
15792,MWE.L,MTI Wireless Edge Ltd,68.0,LSE
15793,MWY.L,Mid Wynd International Investment Trust PLC,752.0,LSE
15794,MXCT.L,MaxCyte Inc,900.0,LSE
15795,MYI.L,Murray International Trust PLC,1218.0,LSE
15796,MYSL.L,MySale Group PLC,9.175,LSE
15797,MYX.L,Mycelx Technologies Corp,47.5,LSE
15798,N4P.L,N4 Pharma PLC,8.0,LSE
15799,N91.L,Ninety One PLC,242.2,LSE
15800,NAH.L,NAHL Group PLC,46.4,LSE
15801,NAIT.L,North American Income Trust PLC,268.5,LSE
15802,NANO.L,Nanoco Group PLC,26.3,LSE
15803,NAR.L,Northamber PLC,73.0,LSE
15804,NAS.L,North Atlantic Smaller Companies Investment Trust PLC,3960.0,LSE
15805,NAVF.L,Nippon Active Value Fund PLC,114.0,LSE
15806,NBB.L,Norman Broadbent PLC,5.875,LSE
15807,NBDD.L,NB Distressed Debt Investment Fund Ltd,0.72,LSE
15808,NBI.L,Northbridge Industrial Services PLC,120.0,LSE
15809,NBPE.L,NB Private Equity Partners Ltd,1395.0,LSE
15810,NBPU.L,NB Private Equity Partners Ltd,19.25,LSE
15811,NCA.L,New Century AIM VCT PLC,90.0,LSE
15812,NCA2.L,New Century Aim VCT 2 PLC,62.5,LSE
15813,NCC.L,NCC Group PLC,267.0,LSE
15814,NCCL.L,Ncondezi Energy Ltd,3.8,LSE
15815,NCYF.L,CQS New City High Yield Fund Ltd,55.2,LSE
15816,NCYT.L,Novacyt SA,480.0,LSE
15817,NESF.L,NextEnergy Solar Fund Ltd,99.0,LSE
15818,NET.L,Netcall PLC,73.5,LSE
15819,NETW.L,Network International Holdings PLC,413.0,LSE
15820,NEX.L,National Express Group PLC,303.8,LSE
15821,NEXS.L,Nexus Infrastructure PLC,185.0,LSE
15822,NFC.L,Next Fifteen Communications Group PLC,848.0,LSE
15823,NFX.L,Nuformix PLC,2.3,LSE
15824,NG..L,National Grid PLC,0.0,LSE
15825,NICL.L,Nichols PLC,1430.0,LSE
15826,NMCN.L,NMCN PLC,225.0,LSE
15827,NOG.L,Nostrum Oil & Gas PLC,8.5,LSE
15828,NRR.L,Newriver Reit PLC,102.0,LSE
15829,NSCI.L,Netscientific PLC,56.5,LSE
15830,NSF.L,Non-Standard Finance PLC,5.64,LSE
15831,NSH.L,Norish PLC,148.5,LSE
15832,NSI.L,New Star Investment Trust PLC,127.0,LSE
15833,NTBR.L,Northern Bear PLC,54.5,LSE
15834,NTN.L,Northern 3 VCT PLC,92.0,LSE
15835,NTOG.L,Nostra Terra Oil and Gas Company PLC,0.5,LSE
15836,NTQ.L,Enteq Upstream PLC,17.0,LSE
15837,NTV.L,Northern 2 VCT PLC,61.5,LSE
15838,NUC.L,Nucleus Financial Group PLC,188.5,LSE
15839,NUM.L,Numis Corporation PLC,383.0,LSE
15840,NVT.L,Northern Venture Trust PLC,68.5,LSE
15841,NWF.L,NWF Group PLC,213.0,LSE
15842,NWT.L,Newmark Security PLC,1.2,LSE
15843,NXR.L,Norcros PLC,295.0,LSE
15844,NXT.L,Next PLC,7812.0,LSE
15845,OAP3.L,Octopus Apollo VCT PLC,47.6,LSE
15846,OBC.L,Online Blockchain PLC,49.0,LSE
15847,OBD.L,Oxford Biodynamics PLC,82.5,LSE
15848,OCDO.L,Ocado Group PLC,2177.0,LSE
15849,OCI.L,Oakley Capital Investments Ltd,310.0,LSE
15850,OCN.L,Ocean Wilsons Holdings Ltd,915.0,LSE
15851,ODX.L,Omega Diagnostics Group PLC,73.0,LSE
15852,OEX.L,Oilex Ltd,0.28,LSE
15853,OGN.L,Origin Enterprises PLC,3.9,LSE
15854,OIG.L,Oryx International Growth Fund Ltd,1490.0,LSE
15855,OIT.L,Odyssean Investment Trust PLC,143.0,LSE
15856,OKYO.L,OKYO Pharma Ltd,7.65,LSE
15857,OMG.L,Oxford Metrics PLC,97.5,LSE
15858,OMI.L,Orosur Mining Inc,17.25,LSE
15859,OMIP.L,One Media IP Group PLC,7.75,LSE
15860,OMU.L,Old Mutual Ltd,64.5,LSE
15861,ONC.L,Oncimmune Holdings PLC,234.5,LSE
15862,OOA.L,Octopus AIM VCT PLC,125.5,LSE
15863,OOUT.L,Ocean Outdoor Ltd,8.075,LSE
15864,OPG.L,OPG Power Ventures PLC,17.875,LSE
15865,OPP.L,Origo Partners PLC,0.18,LSE
15866,OPTI.L,OptiBiotix Health PLC,49.0,LSE
15867,ORCH.L,Orchard Funding Group PLC,50.0,LSE
15868,ORCP.L,Oracle Power PLC,0.525,LSE
15869,ORIT.L,Octopus Renewables Infrastructure Trust PLC,109.4,LSE
15870,ORM.L,Ormonde Mining PLC,1.085,LSE
15871,ORPH.L,Open Orphan PLC,40.0,LSE
15872,ORR.L,Oriole Resources PLC,0.725,LSE
15873,OSB.L,OneSavings Bank PLC,481.0,LSE
15874,OSEC.L,Octopus Aim VCT 2 PLC,95.5,LSE
15875,OSI.L,Osirium Technologies PLC,23.5,LSE
15876,OTAQ.L,OTAQ PLC,34.0,LSE
15877,OTB.L,On The Beach Group PLC,427.5,LSE
15878,OTMP.L,Onthemarket PLC,92.5,LSE
15879,OTV2.L,Octopus Titan VCT PLC,101.0,LSE
15880,OVB.L,Ovoca Bio PLC,11.75,LSE
15881,OXB.L,Oxford BioMedica PLC,1064.0,LSE
15882,OXIG.L,Oxford Instruments PLC,2020.0,LSE
15883,OXT.L,Oxford Technology Venture Capital Trust PLC,27.5,LSE
15884,PAC.L,Pacific Assets Trust PLC,331.0,LSE
15885,PAF.L,Pan African Resources PLC,17.7,LSE
15886,PAG.L,Paragon Banking Group PLC,458.6,LSE
15887,PAGE.L,Pagegroup PLC,557.0,LSE
15888,PALM.L,Panther Metals Plc,11.75,LSE
15889,PANR.L,Pantheon Resources PLC,29.65,LSE
15890,PAT.L,Panthera Resources PLC,14.5,LSE
15891,PAY.L,PayPoint plc,606.0,LSE
15892,PBLT.L,TOC Property Backed Lending Trust PLC,86.0,LSE
15893,PCA.L,Palace Capital PLC,250.0,LSE
15894,PCF.L,PCF Group PLC,24.0,LSE
15895,PCFT.L,Polar Capital Global Financials Trust PLC,164.0,LSE
15896,PCGH.L,Polar Capital Global Healthcare Trust PLC,262.0,LSE
15897,PCIP.L,PCI- PAL PLC,107.5,LSE
15898,PCT.L,Polar Capital Technology Trust PLC,2350.0,LSE
15899,PCTN.L,Picton Property Income Ltd,91.5,LSE
15900,PDG.L,Pendragon PLC,19.25,LSE
15901,PDL.L,Petra Diamonds Ltd,1.53,LSE
15902,PDZ.L,Prairie Mining Ltd,13.0,LSE
15903,PEB.L,Pebble Beach Systems Group PLC,10.25,LSE
15904,PEBB.L,Pebble Group PLC,140.0,LSE
15905,PEG.L,Petards Group PLC,12.0,LSE
15906,PEN.L,Pennant International Group PLC,39.5,LSE
15907,PERE.L,Pembridge Resources PLC,7.0,LSE
15908,PET.L,Petrel Resources PLC,2.85,LSE
15909,PETS.L,Pets at Home Group PLC,436.6,LSE
15910,PEY.L,Princess Private Equity Holding Ltd,13.125,LSE
15911,PEYS.L,Princess Private Equity Holding Ltd,1127.5,LSE
15912,PFC.L,Petrofac Ltd,124.0,LSE
15913,PFD.L,Premier Foods PLC,93.5,LSE
15914,PFG.L,Provident Financial PLC,234.0,LSE
15915,PFP.L,Pathfinder Minerals PLC,0.525,LSE
15916,PGH.L,Personal Group Holdings PLC,230.0,LSE
15917,PGHZ.L,PCGH ZDP PLC,112.5,LSE
15918,PGOO.L,Proven Growth and Income Vct PLC,56.5,LSE
15919,PGR.L,Phoenix Global Resources PLC,5.45,LSE
15920,PHAR.L,Pharos Energy PLC,26.0,LSE
15921,PHC.L,Plant Health Care PLC,15.2,LSE
15922,PHD.L,Proactis Holdings PLC,44.0,LSE
15923,PHE.L,Powerhouse Energy Group PLC,5.32,LSE
15924,PHI.L,Pacific Horizon Investment Trust PLC,813.0,LSE
15925,PHNX.L,Phoenix Group Holdings PLC,717.2,LSE
15926,PHP.L,Primary Health Properties PLC,149.9,LSE
15927,PHSC.L,PHSC PLC,14.0,LSE
15928,PHTM.L,Photo-Me International PLC,69.8,LSE
15929,PIER.L,Brighton Pier Group PLC,58.0,LSE
15930,PIN.L,Pantheon International PLC,2665.0,LSE
15931,PIP.L,Pipehawk PLC,8.0,LSE
15932,PIRI.L,Pires Investments PLC,11.25,LSE
15933,PLAZ.L,Plaza Centers NV,30.5,LSE
15934,PLP.L,Polypipe Group PLC,567.0,LSE
15935,PLUS.L,Plus500 Ltd,1434.0,LSE
15936,PMG.L,Parkmead Group PLC,45.5,LSE
15937,PMI.L,Premier Miton Group PLC,176.5,LSE
15938,PMP.L,Portmeirion Group PLC,590.0,LSE
15939,PNL.L,Personal Assets Trust PLC,46850.0,LSE
15940,PNN.L,Pennon Group PLC,1017.0,LSE
15941,PNS.L,Panther Securities P L C,245.0,LSE
15942,POG.L,Petropavlovsk PLC,26.26,LSE
15943,POLR.L,Polar Capital Holdings PLC,762.0,LSE
15944,POLX.L,Polarean Imaging PLC,77.0,LSE
15945,POLY.L,Polymetal International PLC,1536.5,LSE
15946,POS.L,Plexus Holdings PLC,16.75,LSE
15947,POW.L,Power Metal Resources PLC,2.45,LSE
15948,PPC.L,President Energy PLC,2.25,LSE
15949,PPG.L,Plutus Powergen PLC,0.0375,LSE
15950,PPH.L,PPHE Hotel Group Ltd,1716.0,LSE
15951,PPIX.L,ProPhotonix Ltd,6.375,LSE
