,symbol,name,price,exchange
11556,MTCN,ArcelorMittal 5.50% Mandatorily,72.21,New York Stock Exchange
11557,SGOV,iShares 0-3 Month Treasury Bond ETF,100.025,New York Stock Exchange
11558,HSTO,Histogen Inc,1.14,Nasdaq Global Select
11559,QLGN,Qualigen Therapeutics Inc,2.23,Nasdaq Global Select
11560,BHFAO,"Brighthouse Financial, Inc.",28.6,Nasdaq Global Select
11561,NARI,Inari Medical Inc,113.71,Nasdaq Global Select
11562,CFCV,Clearbridge Focus Value ETF,34.5841,Nasdaq Global Select
11563,METXW,Meten EdtechX Education Group Ltd.,0.22,Nasdaq Global Select
11564,WTFCP,Wintrust Financial Corporation,28.34,Nasdaq Global Select
11565,LRMR,Larimar Therapeutics Inc,14.28,Nasdaq Global Select
11566,AYRO,AYRO Inc,5.76,Nasdaq Global Select
11567,SSLY,Syntax Stratified SmallCap ETF,53.0301,New York Stock Exchange
11568,AZBA,AllianzIM U.S. Large Cap Buffer20 Apr ETF,26.1764,NYSEArca
11569,AZAA,AllianzIM U.S. Large Cap Buffer10 Apr ETF,27.3603,NYSEArca
11570,HYMCW,Hycroft Mining Holding Corporation,0.53,Nasdaq Global Select
11571,SHYF,Shyft Group Inc,37.2,Nasdaq Global Select
11572,HYMC,Hycroft Mining Holding Corporation,3.9,Nasdaq Global Select
11573,SWBI,Smith & Wesson Brands Inc,17.62,Nasdaq Global Select
11574,BDXB,"Becton, Dickinson and Company",60.0,New York Stock Exchange
11575,BDCX,ETRACS Quarterly Pay 1.5X Leveraged Wells Fargo BDC Index ETN,38.1283,NYSEArca
11576,AFGD,"American Financial Group, Inc.",28.37,New York Stock Exchange
11577,CEFD,ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN,31.6829,New York Stock Exchange
11578,NKLA,Nikola Corporation,12.12,Nasdaq Global Select
11579,CHX,ChampionX Corp,21.7,New York Stock Exchange
11580,MLPR,ETRACS Quarterly Pay 1.5X Leveraged Alerian MLP Index ETN,31.1565,New York Stock Exchange
11581,BETZ,Roundhill Sports Betting & iGaming ETF,32.65,NYSEArca
11582,FOUR,Shift4 Payments Inc,98.9,New York Stock Exchange
11583,MVRL,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN,48.52,New York Stock Exchange
11584,SBBA,Scorpio Tankers Inc. 7.00% Seni,25.2458,New York Stock Exchange
11585,EMBD,Global X Emerging Markets Bond ETF,26.6975,New York Stock Exchange
11586,WMG,Warner Music Group Corp,38.28,Nasdaq Global Select
11587,LEGN,Legend Biotech Corp,30.46,Nasdaq Global Select
11588,PNFPP,"Pinnacle Financial Partners, Inc.",28.1218,Nasdaq Global Select
11589,DADA,Dada Nexus Ltd,25.04,Nasdaq Global Select
11590,PLRX,Pliant Therapeutics Inc,33.62,Nasdaq Global Select
11591,CALT,Calliditas Therapeutics AB (publ),30.0,Nasdaq Global Select
11592,AMTI,Applied Molecular Transport Inc.,53.74,Nasdaq Global Select
11593,ZI,ZoomInfo Technologies Inc,52.56,Nasdaq Global Select
11594,FBCG,Fidelity Blue Chip Growth ETF,31.4,Nasdaq Global Select
11595,FMIL,Fidelity New Millennium ETF,28.7,BATS
11596,FBCV,Fidelity Blue Chip Value ETF,27.86,Nasdaq Global Select
11597,VRM,Vroom Inc,47.27,Nasdaq Global Select
11598,HECCU,Hudson Executive Investment Corp,10.395,Nasdaq Global Select
11599,FMBIP,"First Midwest Bancorp, Inc.",28.1,Nasdaq Global Select
11600,HIPR,Direxion Hyper Growth ETF,64.8874,New York Stock Exchange
11601,DYHG,Direxion Dynamic Hedge ETF,56.5489,New York Stock Exchange
11602,FLGV,Franklin Liberty U.S. Treasury Bond ETF,23.995,YHD
11603,NIFE,Direxion Fallen Knives ETF,78.3034,New York Stock Exchange
11604,LPRO,Open Lending Corp,39.93,Nasdaq Global Select
11605,AUBAP,Atlantic Union Bankshares Corporation,27.89,Nasdaq Global Select
11606,LTRN,Lantern Pharma Inc.,15.9,Nasdaq Global Select
11607,UCBIO,"United Community Banks, Inc.",27.66,Nasdaq Global Select
11608,UCL,Ucloudlink Group Inc,12.68,Nasdaq Global Select
11609,AZEK,Azek Company Inc,49.07,New York Stock Exchange
11610,VTOL,Bristow Group Inc,27.0,New York Stock Exchange
11611,GBIO,Generation Bio Co,38.34,Nasdaq Global Select
11612,PCVX,Vaxcyte Inc,19.65,Nasdaq Global Select
11613,AWH,Aspira Women's Health Inc.,6.0,Nasdaq Global Select
11614,BNR,Burning Rock Biotech Ltd,29.82,Nasdaq Global Select
11615,RNA,Avidity Biosciences Inc,24.9,Nasdaq Global Select
11616,ETWO,CC Neuberger Principal Holdings I,11.05,YHD
11617,FCNTX,Fidelity Contrafund Fund,17.99,Nasdaq Capital Market
11618,FOCPX,Fidelity OTC Portfolio,19.41,Nasdaq Capital Market
11619,FSCOX,Fidelity International Small Cap Opportunities Fund,26.24,Nasdaq Capital Market
11620,PQDI,Principal Spectrum Tax-Advantaged Dividend Active ETF,21.525,NYSEArca
11621,HWCPZ,Hancock Whitney Corporation - 6,27.33,Nasdaq Global Select
11622,FBRX,"Forte Biosciences, Inc.",37.51,Nasdaq Global Select
11623,RPRX,Royalty Pharma plc,45.09,Nasdaq Global Select
11624,LGHLW,Lion Financial Group Limited,0.32,Nasdaq Global Select
11625,LGHL,Lion Group Holding Ltd.,2.78,Nasdaq Global Select
11626,FSKR,FS KKR Capital Corp. II,20.55,New York Stock Exchange
11627,GERM,"ETFMG Treatments, Testing and Advancements ETF",38.47,NYSEArca
11628,VRMEW,"VerifyMe, Inc.",1.47,Nasdaq Capital Market
11629,RPTX,Repare Therapeutics Inc.,33.1,Nasdaq Global Select
11630,NUZE,"NuZee, Inc.",3.16,Nasdaq Capital Market
11631,DMXF,iShares ESG Advanced MSCI EAFE Index ETF,67.6591,Nasdaq Global Market
11632,FMTX,"Forma Therapeutics Holdings, Inc.",27.66,Nasdaq Global Market
11633,USXF,iShares ESG Advanced MSCI USA ETF,35.29,Nasdaq Global Market
11634,VRME,"VerifyMe, Inc.",4.33,Nasdaq Capital Market
11635,CGRO,Collective Growth Corporation,9.75,New York Stock Exchange
11636,PROG,"Progenity, Inc.",3.02,Nasdaq Global Market
11637,GTH,Genetron Holdings Limited,21.67,Nasdaq Global Select
11638,CHAQ,Chardan Healthcare Acquisition 2 Corp.,10.16,AMEX
11639,EAOK,iShares ESG Aware Conservative Allocation ETF,27.4485,NYSE American
11640,EAOM,iShares ESG Aware Moderate Allocation ETF,28.5054,NYSE American
11641,EAOA,iShares ESG Aware Aggressive Allocation ETF,32.9068,NYSE American
11642,EAOR,iShares ESG Aware Growth Allocation ETF,30.667,NYSE American
11643,AMNA,ETRACS Alerian Midstream Energy,31.1606,YHD
11644,DEEP,Roundhill Acquirers Deep Value ETF,35.055,New York Stock Exchange
11645,PFC,Premier Financial Corp.,31.84,Nasdaq Global Select
11646,FJUN,FT Cboe Vest U.S. Equity Buffer ETF - June,35.235,Nasdaq Global Select
11647,DJUN,FT Cboe Vest U.S. Equity Deep Buffer ETF - June,33.0952,Nasdaq Global Select
11648,PAMC,Pacer Lunt MidCap Multi-Factor Alternator ETF,37.3391,New York Stock Exchange
11649,WFH,Direxion Work From Home ETF,73.12,New York Stock Exchange
11650,IBDV,iShares iBonds Dec 2030 Term Corporate ETF,25.0,New York Stock Exchange
11651,PALC,Pacer Lunt Large Cap Multi-Factor Alternator ETF,37.5189,New York Stock Exchange
11652,EUSB,iShares ESG Advanced Total USD Bond Market ETF,49.35,New York Stock Exchange
11653,BRLIU,Brilliant Acquisition Corporation,11.14,Nasdaq Global Select
11654,CEFA,Global X S&P Catholic Values Developed ex-U.S. ETF,32.5323,Nasdaq Global Select
11655,TBKCP,"Triumph Bancorp, Inc.",28.005,Nasdaq Global Select
11656,OPINL,Office Properties Income Trust,27.11,Nasdaq Global Select
11657,PFFV,Global X Variable Rate Preferred ETF,27.885,New York Stock Exchange
11658,ACI,"Albertsons Companies, Inc.",18.71,New York Stock Exchange
11659,SOAC,Sustainable Opportunities Acquisition Corp.,9.91,New York Stock Exchange
11660,ALTL,Pacer Lunt Large Cap Alternator ETF,40.9012,New York Stock Exchange
11661,DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,19.67,New York Stock Exchange
11662,FTHY,First Trust High Yield Opportunities 2027 Term Fund,20.05,New York Stock Exchange
11663,AKUS,"Akouos, Inc.",15.96,Nasdaq Global Select
11664,PYPD,PolyPid Ltd.,9.46,Nasdaq Global Select
11665,API,"Agora, Inc.",54.54,Nasdaq Global Select
11666,FREEW,"Whole Earth Brands, Inc. Warrant",2.07,Nasdaq Global Select
11667,FUSN,Fusion Pharmaceuticals Inc.,8.55,Nasdaq Global Select
11668,EBON,Ebang International Holdings Inc.,4.43,Nasdaq Global Select
11669,FREE,"Whole Earth Brands, Inc.",13.44,Nasdaq Global Select
11670,THY,Agility Shares Dynamic Tactical Income ETF,25.26,Nasdaq Global Select
11671,MRSK,Agility Shares Managed Risk ETF,30.1566,Nasdaq Global Select
11672,VIRS,Pacer BioThreat Strategy ETF,30.2281,Nasdaq Global Select
11673,SII,Sprott Inc.,44.86,New York Stock Exchange
11674,HTLFP,"Heartland Financial USA, Inc.",28.24,Nasdaq Global Select
11675,AZAL,AllianzIM U.S. Large Cap Buffer10 Jul ETF,27.7198,New York Stock Exchange
11676,SAK,Saratoga Investment Corp 7.25% ,26.9,New York Stock Exchange
11677,AZBL,AllianzIM U.S. Large Cap Buffer20 Jul ETF,26.43,NYSE American
11678,MGNI,"Magnite, Inc.",40.99,Nasdaq Global Select
11679,ALTA,Altabancorp,43.25,Nasdaq Global Select
11680,ADTX,"ADiTx Therapeutics, Inc.",2.76,Nasdaq Capital Market
11681,SPQQ,Siren Large Cap Blend Index ETF,30.7597,Nasdaq Global Select
11682,KJUL,Innovator Russell 2000 Power Buffer ETF - July,26.49,NYSE American
11683,NJUL,Innovator Nasdaq-100 Power Buffer ETF - July,45.925,Nasdaq Global Select
11684,JULZ,Trueshares Structured Outcome (July) ETF,31.8186,Nasdaq Global Select
11685,GAZP.ME,Gazprom PAO,232.17,MCX
11686,SBER.ME,Sberbank Rossii PAO,298.4,MCX
11687,LKOH.ME,NK Lukoil PAO,5889.5,MCX
11688,AFLT.ME,Aeroflot-Rossiyskiye Avialinii PAO,64.9,MCX
11689,MGNT.ME,Magnit PAO,5200.0,MCX
11690,LMND,"Lemonade, Inc.",94.6,New York Stock Exchange
11691,GIK,"GigCapital3, Inc.",9.38,New York Stock Exchange
11692,HOFV,Hall of Fame Resort & Entertainment Company,3.93,Nasdaq Global Select
11693,IMTX,Immatics N.V.,12.65,Nasdaq Global Select
11694,HOFVW,"Hall of Fame Village, LLC",1.45,Nasdaq Global Select
11695,ACCD,"Accolade, Inc.",49.36,Nasdaq Global Select
11696,MAIL.ME,Mail.ru Group Limited,1717.4,MCX
11697,IMTXW,immatics biotechnologies GmbH,3.8,Nasdaq Global Select
11698,JWS,Jaws Acquisition Corp.,13.07,New York Stock Exchange
11699,CVLG,"Covenant Logistics Group, Inc.",21.18,Nasdaq Global Select
11700,SNEX,StoneX Group Inc.,63.11,Nasdaq Global Select
11701,FMBIO,"First Midwest Bancorp, Inc.",28.41,Nasdaq Global Select
11702,PCGU,PG&E Corporation,106.89,New York Stock Exchange
11703,BLCT,BlueCity Holdings Limited,8.22,Nasdaq Global Select
11704,AMYT,Amryt Pharma plc,13.5,Nasdaq Global Select
11705,OTRK,"Ontrak, Inc.",32.96,Nasdaq Global Select
11706,CXDO,"Crexendo, Inc.",5.98,Nasdaq Global Select
11707,RISN,Northern Lights Fund Trust IV - Inspire Tactical Large Cap ESG ETF,27.957,NYSEArca
11708,AVNT,Avient Corporation,50.51,New York Stock Exchange
11709,FLUD,Franklin Templeton ETF Trust - Franklin Liberty Ultra Short Bond ETF,24.89,NYSEArca
11710,ESGA,American Century Sustainable Equity ETF,52.4868,NYSEArca
11711,MID,American Century Mid Cap Growth Impact ETF,53.2795,NYSEArca
11712,DMS,"Digital Media Solutions, Inc.",11.87,New York Stock Exchange
11713,GSIG,Goldman Sachs Access Investment Grade Corporate 1-5 Year Bond ETF,50.225,NYSEArca
11714,AMND,UBS AG ETRACS Alerian Midstream,33.2077,NYSEArca
11715,PSTX,"Poseida Therapeutics, Inc.",9.65,Nasdaq Global Select
11716,NKTX,"Nkarta, Inc.",32.85,Nasdaq Global Select
11717,IBTK,iShares Trust - iShares iBonds Dec 2030 Term Treasury ETF,23.095,New York Stock Exchange
11718,NCNO,"nCino, Inc.",69.06,Nasdaq Global Select
11719,MLACU,Malacca Straits Acquisition Company Limited,10.29,Nasdaq Capital Market
11720,RLAY,"Relay Therapeutics, Inc.",33.6,Nasdaq Global Market
11721,AACQU,Artius Acquisition Inc.,10.64,Nasdaq Global Select
11722,GOCO,"GoHealth, Inc.",12.07,Nasdaq Global Select
11723,IVA,Inventiva S.A.,13.22,Nasdaq Global Market
11724,FATBW,FAT Brands Inc.,4.27,Nasdaq Global Select
11725,QH,Quhuo Limited,5.15,Nasdaq Global Select
11726,EDUT,Global X Funds - Global X Education ETF,17.43,Nasdaq Global Market
11727,FATBP,FAT Brands Inc.,23.8,Nasdaq Global Select
11728,WPF,Foley Trasimene Acquisition Corp.,10.02,New York Stock Exchange
11729,DFHTU,Deerfield Healthcare Technology Acquisitions Corp.,13.9,Nasdaq Capital Market
11730,ALXO,ALX Oncology Holdings Inc.,69.33,Nasdaq Global Select
11731,BLI,"Berkeley Lights, Inc.",52.95,Nasdaq Global Select
11732,RNLX,Renalytix AI plc,30.75,Nasdaq Global Select
11733,GMKN.ME,GMK Noril'skiy Nikel' PAO,26250.0,MCX
11734,ALRS.ME,AK Alrosa PAO,108.34,MCX
11735,KL.TO,Kirkland Lake Gold Ltd.,46.79,Toronto
11736,SOS,SOS Limited,4.58,New York Stock Exchange
11737,GBGR,Global Beta ETF Trust - Global Beta Momentum-Growth ETF,24.7453,New York Stock Exchange
11738,EFIV,SPDR Series Trust - SPDR S&P 500 ESG ETF,39.0418,NYSEArca
11739,MEG,"Montrose Environmental Group, Inc.",53.42,New York Stock Exchange
11740,GBLO,Global Beta ETF Trust,23.1047,New York Stock Exchange
11741,MMLG,First Trust Exchange-Traded Fund VIII - First Trust Multi-Manager Large Growth ETF,25.9874,NYSEArca
11742,NWG,NatWest Group plc,5.65,New York Stock Exchange
11743,BRLIW,Brilliant Acquisition Corporation,0.535,Nasdaq Capital Market
11744,INZY,"Inozyme Pharma, Inc.",17.86,Nasdaq Global Select
11745,ERESU,East Resources Acquisition Company,10.1375,Nasdaq Capital Market
11746,ANNX,"Annexon, Inc.",20.0,Nasdaq Global Select
11747,BRLIR,Brilliant Acquisition Corporation,0.36,Nasdaq Capital Market
11748,ITOS,"iTeos Therapeutics, Inc.",24.11,Nasdaq Global Select
11749,ACEVU,ACE Convergence Acquisition Corp.,10.8701,Nasdaq Capital Market
11750,BRLI,Brilliant Acquisition Corporation,10.03,Nasdaq Capital Market
11751,JAMF,Jamf Holding Corp.,37.1,Nasdaq Global Select
11752,EDTK,Skillful Craftsman Education Technology Limited,2.45,Nasdaq Global Select
11753,NRIX,"Nurix Therapeutics, Inc.",34.85,Nasdaq Global Market
11754,GRCYU,Greencity Acquisition Corporation,10.4,Nasdaq Capital Market
11755,CSSEN,Chicken Soup for the Soul Enter,26.07,Nasdaq Global Select
11756,PSACU,Property Solutions Acquisition Corp.,14.18,Nasdaq Global Select
11757,SRGA,"Surgalign Holdings, Inc.",1.76,Nasdaq Global Select
11758,VWID,ETFis Series Trust I - Virtus WMC International Dividend ETF,29.4919,BATS
11759,FJUL,First Trust Exchange-Traded Fund VIII - FT Cboe Vest U.S. Equity Buffer ETF - July,34.285,BATS
11760,DJUL,First Trust Exchange-Traded Fund VIII - FT Cboe Vest U.S. Equity Deep Buffer ETF - July,32.435,Nasdaq Global Select
11761,BIGC,"BigCommerce Holdings, Inc.",60.2,Nasdaq Global Market
11762,CVAC,CureVac AG,118.29,Nasdaq Global Market
11763,FUSE,Fusion Acquisition Corp.,9.97,New York Stock Exchange
11764,BEKE,KE Holdings Inc.,54.87,New York Stock Exchange
11765,FCRW,First Eagle Alternative Capital,25.41,New York Stock Exchange
11766,NTST,NetSTREIT Corp.,20.93,New York Stock Exchange
11767,FCRZ,First Eagle Alternative Capital,25.54,New York Stock Exchange
11768,OSH,"Oak Street Health, Inc.",62.72,New York Stock Exchange
11769,TDVG,"T. Rowe Price Exchange-Traded Funds, Inc. - T. Rowe Price Dividend Growth ETF",31.122,NYSEArca
11770,BEPC,Brookfield Renewable Corporation,43.49,New York Stock Exchange
11771,ASGI,Aberdeen Standard Global Infrastructure Income Fund,20.24,New York Stock Exchange
11772,KESG,KraneShares Trust - KraneShares MSCI China ESG Leaders Index ETF,33.3198,NYSEArca
11773,TEQI,"T.Rowe Price Exchange-Traded Funds, Inc - T. Rowe Price Equity Income ETF",34.62,NYSEArca
11774,KRBN,KraneShares Trust - KFA Global Carbon ETF,32.13,NYSEArca
11775,TCHP,T Rowe Price Exchange Traded Funds Inc. - Blue Chip ETF,30.49,NYSEArca
11776,RKT,"Rocket Companies, Inc.",22.86,New York Stock Exchange
11777,TREB,Trebia Acquisition Corp.,10.0,New York Stock Exchange
11778,TGRW,"T. Rowe Price Exchange-Traded Funds, Inc. - T. Rowe Price Growth Stock ETF",31.5622,NYSEArca
11779,IBBJ,ETF Series Solutions - Defiance Nasdaq Junior Biotechnology ETF,33.87,Nasdaq Global Select
11780,VITL,"Vital Farms, Inc.",24.11,Nasdaq Global Market
11781,VMACU,Vistas Media Acquisition Company Inc.,10.55,Nasdaq Capital Market
11782,OLB,"The OLB Group, Inc.",4.95,Nasdaq Capital Market
11783,GRSVU,"Gores Holdings V, Inc.",10.42,Nasdaq Global Select
11784,HECCW,Hudson Executive Investment Corp.,1.24,Nasdaq Global Select
11785,FCRD,"First Eagle Alternative Capital BDC, Inc.",4.32,Nasdaq Global Select
11786,RMRM,RMR Mortgage Trust,12.52,Nasdaq Global Select
11787,MLACW,Malacca Straits Acquisition Company Limited,0.85,Nasdaq Global Select
11788,ETACU,E.Merge Technology Acquisition Corp.,10.03,Nasdaq Global Select
11789,HSAQ,Health Sciences Acquisitions Corporation 2,10.62,Nasdaq Global Select
11790,VERX,"Vertex, Inc.",21.76,Nasdaq Global Market
11791,HOLUU,Holicity Inc.,11.05,Nasdaq Global Select
11792,AFIB,"Acutus Medical, Inc.",14.52,Nasdaq Global Select
11793,BOWXU,Bowx Acquisition Corp.,12.45,Nasdaq Global Select
11794,KSMTU,Kismet Acquisition One Corp,10.25,Nasdaq Global Select
11795,LCAPU,Lionheart Acquisition Corporation II,10.23,Nasdaq Global Select
11796,WSBCP,"WesBanco, Inc.",28.55,Nasdaq Global Select
11797,MLAC,Malacca Straits Acquisition Company Limited,9.88,Nasdaq Global Select
11798,RACA,Therapeutics Acquisition Corp.,10.18,Nasdaq Capital Market
11799,NHICU,NewHold Investment Corp.,10.51,Nasdaq Capital Market
11800,FTHM,Fathom Holdings Inc.,36.26,Nasdaq Global Select
11801,ALVR,"AlloVir, Inc.",23.01,Nasdaq Global Select
11802,BTBT,Golden Bull Limited,13.47,Nasdaq Global Select
11803,KBNT,"Kubient, Inc.",6.7,Nasdaq Global Select
11804,ITRG,Integra Resources Corp.,3.04,NYSE American
11805,GOED,1847 Goedeker Inc.,7.38,NYSE American
11806,AUGZ,Listed Funds Trust - TrueShares Structured Outcome (August) ETF,30.3545,BATS
11807,RXT,"Rackspace Technology, Inc.",24.51,Nasdaq Global Select
11808,LRLCY,L'Oréall S.A.,82.12,Other OTC
11809,NSRGY,Nestlé S.A.,118.97,Other OTC
11810,NPSNY,Naspers Limited,47.52,Other OTC
11811,TCEHY,Tencent Holdings Limited,81.26,Other OTC
11812,SFTBY,SoftBank Group Corp.,45.4,Other OTC
11813,ESLOY,EssilorLuxottica Société anonyme,85.74,Other OTC
11814,PROSY,Prosus N.V.,22.59,Other OTC
11815,LVMUY, LVMH Moet Hennessy Louis Vuitton SA,153.61,Other OTC
11816,VGHAX,Vanguard Health Care Fund Admiral Shares,92.79,Nasdaq Capital Market
11817,VGHCX,Vanguard Health Care Fund Investor Shares,220.05,Nasdaq Capital Market
11818,LV2B.DE,Levi Strauss & Co,24.48,XETRA
11819,SFE.DE,Synchrony Financial,35.15,XETRA
11820,2X0.DE,Corteva Inc,40.93,XETRA
11821,ART.DE,Artnet AG,9.85,XETRA
11822,IF0.DE,Inflarx NV,3.262,XETRA
11823,SYT.DE,Softing AG,5.44,XETRA
11824,1N8.DE,Adyen NV,2077.0,XETRA
11825,BCO.DE,Boeing Co,193.76,XETRA
11826,PCZ.DE,ProCredit Holding AG & Co KGaA,8.9,XETRA
11827,AKX.DE,ANSYS Inc,310.0,XETRA
11828,UB5.DE,U.S. Bancorp,48.65,XETRA
11829,ALG.DE,Albis Leasing AG,3.34,XETRA
11830,M7U.DE,Nynomic AG,35.0,XETRA
11831,ADN1.DE,adesso SE,118.8,XETRA
11832,BNP.DE,BNP Paribas SA,53.47,XETRA
11833,EQS.DE,EQS Group AG,31.8,XETRA
11834,TA1.DE,Telekom Austria AG,6.81,XETRA
11835,SGE.DE,Societe Generale SA,23.59,XETRA
11836,SF3.DE,STS Group AG,7.3,XETRA
11837,YSN.DE,Secunet Security Networks AG,357.0,XETRA
11838,ABR.DE,Barrick Gold Corp,17.9,XETRA
11839,SMWN.DE,SM Wirtschaftsberatungs AG,6.9,XETRA
11840,ADL.DE,Adler Real Estate AG,12.46,XETRA
11841,ADM.DE,Archer-Daniels-Midland Co,51.86,XETRA
11842,TLX.DE,Talanx AG,35.5,XETRA
11843,TGHN.DE,Logwin AG SA,190.0,XETRA
11844,IMU.DE,ImmunoGen Inc,6.676,XETRA
11845,HRPK.DE,7C Solarparken AG,4.15,XETRA
11846,MF6.DE,Magforce AG,4.06,XETRA
11847,1NBA.DE,Anheuser Busch Inbev NV,59.05,XETRA
11848,ST5.DE,Steico SE,80.5,XETRA
11849,GKS.DE,GK Software SE,124.5,XETRA
11850,EXL.DE,Exasol AG,25.0,XETRA
11851,MXI.DE,Maxim Integrated Products Inc,78.38,XETRA
11852,KFI1.DE,Kingfisher PLC,4.16,XETRA
11853,2PP.DE,PayPal Holdings Inc,225.05,XETRA
11854,HMI.DE,Hermes International SCA,1052.5,XETRA
11855,MUX.DE,Mutares SE & Co KgaA,24.0,XETRA
11856,BIRG.DE,Bank of Ireland Group PLC,4.805,XETRA
11857,LAR.DE,Lam Research Corp,531.2,XETRA
11858,AB9.DE,ABO Wind AG,51.4,XETRA
11859,1COV.DE,Covestro AG,55.72,XETRA
11860,DAM.DE,Data Modul AG Produktion und Vertrieb von Elektronischen Systemen,46.6,XETRA
11861,DY2.DE,DENTSPLY SIRONA Inc,54.64,XETRA
11862,CDS.DE,Cadence Design Systems Inc,109.28,XETRA
11863,SC2.DE,Nuance Communications Inc,43.95,XETRA
11864,6D81.DE,Dupont De Nemours Inc,63.52,XETRA
11865,OSP2.DE,USU Software AG,28.2,XETRA
11866,BTQ.DE,BT Group PLC,1.84,XETRA
11867,AGB2.DE,Agrana Beteiligungs AG,18.16,XETRA
11868,GTQ1.DE,Siemens Gamesa Renewable Energy SA,31.69,XETRA
11869,OEWA.DE,Verbund AG,69.3,XETRA
11870,RSO.DE,Ross Stores Inc,107.04,XETRA
11871,TTK.DE,Takkt AG,14.24,XETRA
11872,2KD.DE,Kinder Morgan Inc,14.38,XETRA
11873,NKE.DE,Nike Inc,108.18,XETRA
11874,K1R.DE,KROMI Logistik AG,9.35,XETRA
11875,TGT.DE,11 88 0 Solutions AG,1.57,XETRA
11876,PPX.DE,Kering SA,651.4,XETRA
11877,CCAP.DE,Corestate Capital Holding SA,13.01,XETRA
11878,S6P.DE,Spielvereinigung Unterhaching Fussball GmbH & Co KgaA,3.68,XETRA
11879,8TRA.DE,Traton SE,24.1,XETRA
11880,VFP.DE,VF Corp,71.8,XETRA
11881,DR0.DE,Deutsche Rohstoff AG,12.5,XETRA
11882,L1OA.DE,Lloyd Fonds AG,8.7,XETRA
11883,AEIN.DE,Allgeier SE,24.65,XETRA
11884,B7E.DE,Blue Cap AG,23.6,XETRA
11885,NFN.DE,NFON AG,17.85,XETRA
11886,DEQ.DE,Deutsche Euroshop AG,18.76,XETRA
